id,client_id,montant,transaction_type,date
2104,1012,1347,achat,2023-02-26
2105,1014,994,retrait,2023-08-15
2106,1017,1595,remboursement,2023-04-27
2107,1009,826,paiement,2023-03-25
2108,1013,1239,virement,2023-06-28
2109,1002,833,achat,2023-04-28
2110,1014,738,virement,2023-12-17
2111,1004,709,paiement,2023-06-10
2112,1010,1633,virement,2023-08-17
2113,1016,606,remboursement,2023-07-12
2114,1007,1107,virement,2023-05-17
2115,1011,1257,paiement,2023-01-02
2116,1002,672,virement,2023-06-03
2117,1010,1322,remboursement,2023-12-04
2118,1004,1694,paiement,2023-01-27
2119,1008,307,achat,2023-04-09
2120,1016,595,remboursement,2023-08-23
2121,1020,1625,remboursement,2023-03-05
2122,1002,1655,achat,2023-09-01
2123,1010,782,retrait,2023-06-02
2124,1001,531,achat,2023-04-30
2125,1019,1180,retrait,2023-05-24
2126,1020,1772,retrait,2023-08-21
2127,1019,1263,virement,2023-08-18
2128,1015,778,retrait,2023-03-11
2129,1016,934,retrait,2023-09-11
2130,1006,1810,remboursement,2023-04-20
2131,1009,1028,achat,2023-03-26
2132,1007,333,remboursement,2023-12-24
2133,1002,188,remboursement,2023-07-16
2134,1015,469,remboursement,2023-01-14
2135,1004,1752,retrait,2023-10-07
2136,1010,718,paiement,2023-10-30
2137,1010,1169,retrait,2023-04-13
2138,1019,1499,achat,2023-08-30
2139,1014,390,paiement,2023-09-05
2140,1011,1545,remboursement,2023-02-26
2141,1002,1288,achat,2023-12-01
2142,1001,578,retrait,2023-10-10
2143,1012,1752,achat,2023-10-06
2144,1005,669,virement,2023-10-12
2145,1011,1632,remboursement,2023-03-25
2146,1017,788,remboursement,2023-04-09
2147,1005,1103,achat,2023-12-13
2148,1007,229,virement,2023-12-25
2149,1011,1651,retrait,2023-01-08
2150,1001,218,remboursement,2023-09-17
2151,1005,636,retrait,2023-10-20
2152,1012,899,paiement,2023-04-13
2153,1010,1226,paiement,2023-01-27
2154,1016,1145,paiement,2023-11-12
2155,1018,1243,achat,2023-12-20
2156,1006,1828,retrait,2023-10-11
2157,1011,634,remboursement,2023-04-19
2158,1012,822,virement,2023-10-12
2159,1007,775,remboursement,2023-10-25
2160,1006,1644,virement,2023-06-18
2161,1014,412,virement,2023-02-09
2162,1011,1714,remboursement,2023-10-25
2163,1004,672,retrait,2023-02-28
2164,1020,1646,paiement,2023-12-25
2165,1020,109,retrait,2023-02-10
2166,1007,1900,achat,2023-03-11
2167,1012,1148,retrait,2023-05-11
2168,1016,382,achat,2023-01-06
2169,1010,1345,paiement,2023-03-14
2170,1006,1256,achat,2023-10-25
2171,1017,208,achat,2023-06-13
2172,1010,1563,retrait,2023-09-04
2173,1008,1621,retrait,2023-08-08
2174,1003,1036,virement,2023-07-29
2175,1009,867,retrait,2023-12-04
2176,1004,1594,virement,2023-02-05
2177,1005,122,remboursement,2023-05-28
2178,1017,688,virement,2023-11-01
2179,1008,1551,achat,2023-01-06
2180,1009,708,paiement,2023-02-08
2181,1016,774,achat,2023-02-05
2182,1004,1826,retrait,2023-08-19
2183,1003,1635,achat,2023-04-10
2184,1009,252,paiement,2023-07-30
2185,1001,1359,paiement,2023-10-03
2186,1003,1778,remboursement,2023-05-02
2187,1019,151,paiement,2023-12-23
2188,1020,822,retrait,2023-04-04
2189,1015,1969,remboursement,2023-01-27
2190,1019,148,paiement,2023-01-29
2191,1020,1888,paiement,2023-03-10
2192,1018,1681,virement,2023-12-03
2193,1003,554,achat,2023-02-17
2194,1014,231,achat,2023-11-20
2195,1011,1013,virement,2023-08-26
2196,1014,1800,remboursement,2023-07-09
2197,1015,639,virement,2023-07-20
2198,1008,842,retrait,2023-01-14
2199,1014,1090,remboursement,2023-05-08
2200,1015,753,remboursement,2023-08-14
2201,1008,1391,achat,2023-12-27
2202,1018,1830,virement,2023-03-10
2203,1008,549,retrait,2023-01-26
2204,1005,585,remboursement,2023-09-01
2205,1004,1189,achat,2023-08-25
2206,1007,577,retrait,2023-11-22
2207,1015,548,retrait,2023-05-11
2208,1004,587,virement,2023-09-19
2209,1009,1328,retrait,2023-03-01
2210,1012,468,virement,2023-12-18
2211,1011,1088,retrait,2023-10-25
2212,1001,1790,paiement,2023-05-12
2213,1005,966,paiement,2023-02-07
2214,1019,1552,retrait,2023-07-15
2215,1002,884,paiement,2023-07-19
2216,1004,1215,achat,2023-09-28
2217,1013,919,virement,2023-05-14
2218,1001,1879,virement,2023-11-29
2219,1011,152,remboursement,2023-12-18
2220,1018,1134,paiement,2023-08-24
2221,1017,1627,achat,2023-11-16
2222,1004,945,achat,2023-03-20
2223,1010,1866,remboursement,2023-11-16
2224,1003,837,retrait,2023-07-29
2225,1012,1922,achat,2023-07-20
2226,1007,1459,remboursement,2023-08-01
2227,1007,1389,remboursement,2023-05-10
2228,1005,1035,retrait,2023-10-07
2229,1015,288,remboursement,2023-12-16
2230,1006,881,achat,2023-08-10
2231,1002,1997,paiement,2023-12-01
2232,1002,383,achat,2023-03-07
2233,1008,888,virement,2023-07-10
2234,1015,153,virement,2023-07-26
2235,1004,520,retrait,2023-11-20
2236,1005,1392,paiement,2023-08-26
2237,1015,1171,remboursement,2023-04-06
2238,1009,234,virement,2023-08-04
2239,1018,1348,achat,2023-10-13
2240,1019,1511,retrait,2023-08-22
2241,1005,1694,virement,2023-10-18
2242,1016,1034,retrait,2023-03-09
2243,1013,820,retrait,2023-07-03
2244,1012,1552,achat,2023-03-21
2245,1002,1748,paiement,2023-03-05
2246,1001,158,virement,2023-10-07
2247,1005,692,paiement,2023-08-29
2248,1004,1303,remboursement,2023-02-02
2249,1011,945,virement,2023-02-06
2250,1012,1315,remboursement,2023-05-12
2251,1004,1790,achat,2023-11-20
2252,1016,1108,remboursement,2023-11-21
2253,1016,615,remboursement,2023-08-27
2254,1020,1599,retrait,2023-10-10
2255,1015,1740,paiement,2023-09-23
2256,1004,486,remboursement,2023-01-27
2257,1015,1645,paiement,2023-11-30
2258,1013,1986,remboursement,2023-10-26
2259,1017,1672,virement,2023-05-17
2260,1016,1250,virement,2023-07-03
2261,1008,616,paiement,2023-07-03
2262,1014,395,paiement,2023-07-30
2263,1010,1671,remboursement,2023-07-04
2264,1017,1394,retrait,2023-04-09
2265,1003,336,retrait,2023-11-25
2266,1017,390,retrait,2023-03-26
2267,1015,1216,paiement,2023-06-24
2268,1006,530,remboursement,2023-11-20
2269,1016,760,remboursement,2023-08-23
2270,1006,1323,retrait,2023-11-22
2271,1004,1964,virement,2023-05-03
2272,1010,1496,remboursement,2023-07-02
2273,1002,1656,achat,2023-06-10
2274,1009,1125,virement,2023-01-10
2275,1002,669,retrait,2023-09-28
2276,1019,1537,paiement,2023-01-17
2277,1003,1062,remboursement,2023-09-04
2278,1005,1798,achat,2023-04-23
2279,1007,1706,paiement,2023-03-17
2280,1010,210,achat,2023-02-07
2281,1020,1330,virement,2023-06-23
2282,1009,1821,retrait,2023-12-29
2283,1019,1930,remboursement,2023-10-01
2284,1014,406,paiement,2023-07-26
2285,1015,104,virement,2023-11-22
2286,1014,1509,paiement,2023-06-13
2287,1007,474,virement,2023-02-08
2288,1002,1592,achat,2023-07-29
2289,1002,1249,virement,2023-04-03
2290,1007,917,remboursement,2023-09-25
2291,1007,1891,virement,2023-11-26
2292,1012,735,achat,2023-08-19
2293,1011,1346,achat,2023-09-24
2294,1004,962,virement,2023-08-20
2295,1008,130,virement,2023-04-12
2296,1012,1147,retrait,2023-04-04
2297,1008,1894,achat,2023-03-14
2298,1003,1243,retrait,2023-01-24
2299,1002,1274,paiement,2023-06-26
2300,1010,133,retrait,2023-12-20
2301,1015,911,virement,2023-03-18
2302,1011,1785,achat,2023-02-15
2303,1002,434,paiement,2023-03-20
2304,1015,277,achat,2023-11-11
2305,1016,1402,achat,2023-04-16
2306,1011,1176,paiement,2023-03-26
2307,1019,1698,retrait,2023-02-25
2308,1011,630,remboursement,2023-03-14
2309,1001,1112,remboursement,2023-05-26
2310,1008,1616,paiement,2023-10-26
2311,1012,422,retrait,2023-09-29
2312,1016,485,virement,2023-07-07
2313,1007,1468,paiement,2023-02-19
2314,1020,1128,achat,2023-12-22
2315,1011,982,paiement,2023-03-11
2316,1019,680,achat,2023-09-12
2317,1017,1835,paiement,2023-12-05
2318,1013,1615,paiement,2023-03-26
2319,1014,345,remboursement,2023-06-14
2320,1002,500,retrait,2023-02-18
2321,1017,767,paiement,2023-06-22
2322,1010,1322,achat,2023-03-07
2323,1002,1504,paiement,2023-02-13
2324,1001,178,paiement,2023-12-11
2325,1008,1043,paiement,2023-06-17
2326,1010,1172,retrait,2023-01-07
2327,1007,1263,virement,2023-08-27
2328,1016,1589,retrait,2023-03-12
2329,1005,1459,paiement,2023-10-02
2330,1015,1465,remboursement,2023-07-11
2331,1017,233,paiement,2023-08-10
2332,1012,686,paiement,2023-08-02
2333,1003,540,retrait,2023-09-08
2334,1013,811,paiement,2023-11-19
2335,1015,725,achat,2023-01-24
2336,1016,547,paiement,2023-07-21
2337,1002,331,paiement,2023-12-29
2338,1010,1214,virement,2023-09-13
2339,1015,288,virement,2023-10-16
2340,1003,139,remboursement,2023-01-05
2341,1010,727,retrait,2023-05-08
2342,1003,698,remboursement,2023-06-04
2343,1013,216,retrait,2023-01-17
2344,1015,864,virement,2023-12-10
2345,1007,305,paiement,2023-07-31
2346,1009,726,achat,2023-11-15
2347,1009,1608,virement,2023-04-02
2348,1015,1353,paiement,2023-12-19
2349,1012,1182,virement,2023-05-20
2350,1019,1697,remboursement,2023-09-06
2351,1009,513,paiement,2023-07-27
2352,1001,1312,achat,2023-10-10
2353,1009,1541,paiement,2023-07-15
2354,1006,1561,achat,2023-08-01
2355,1016,1955,virement,2023-05-01
2356,1017,738,remboursement,2023-03-08
2357,1010,586,achat,2023-03-31
2358,1005,1695,achat,2023-04-21
2359,1005,503,retrait,2023-01-04
2360,1018,1431,remboursement,2023-06-24
2361,1016,444,virement,2023-10-30
2362,1009,1682,remboursement,2023-07-09
2363,1013,1294,achat,2023-08-06
2364,1020,684,retrait,2023-08-12
2365,1012,393,paiement,2023-05-01
2366,1014,1256,achat,2023-10-15
2367,1005,828,virement,2023-11-18
2368,1007,982,virement,2023-12-28
2369,1017,1977,virement,2023-06-18
2370,1005,1136,achat,2023-02-10
2371,1006,1806,virement,2023-09-24
2372,1017,1818,paiement,2023-01-21
2373,1014,1352,virement,2023-03-02
2374,1001,1999,paiement,2023-05-20
2375,1005,1585,virement,2023-07-29
2376,1008,1929,remboursement,2023-02-28
2377,1018,1127,paiement,2023-01-27
2378,1004,779,paiement,2023-06-24
2379,1008,999,retrait,2023-06-27
2380,1002,1777,remboursement,2023-09-09
2381,1016,783,remboursement,2023-03-22
2382,1006,1345,virement,2023-11-16
2383,1014,1997,remboursement,2023-02-24
2384,1010,843,remboursement,2023-11-10
2385,1005,908,retrait,2023-07-26
2386,1004,100,virement,2023-09-11
2387,1010,1453,paiement,2023-11-16
2388,1012,822,achat,2023-11-25
2389,1009,158,paiement,2023-07-08
2390,1013,293,remboursement,2023-03-08
2391,1016,1759,virement,2023-07-21
2392,1014,931,virement,2023-02-03
2393,1005,1404,retrait,2023-05-08
2394,1015,1363,remboursement,2023-11-20
2395,1019,318,virement,2023-02-01
2396,1002,1696,virement,2023-09-22
2397,1012,885,achat,2023-05-18
2398,1010,1677,virement,2023-02-10
2399,1002,1361,paiement,2023-06-06
2400,1016,1301,remboursement,2023-08-09
2401,1020,1853,virement,2023-11-03
2402,1007,1582,achat,2023-10-01
2403,1014,1341,achat,2023-11-21
2404,1017,435,remboursement,2023-06-22
2405,1012,1343,paiement,2023-09-26
2406,1006,399,retrait,2023-08-20
2407,1010,925,paiement,2023-04-08
2408,1018,1065,paiement,2023-12-26
2409,1015,1295,remboursement,2023-06-21
2410,1019,1791,paiement,2023-07-02
2411,1017,655,virement,2023-02-05
2412,1004,1743,virement,2023-08-18
2413,1010,415,remboursement,2023-09-09
2414,1004,527,retrait,2023-03-22
2415,1004,1586,achat,2023-07-31
2416,1019,501,achat,2023-11-25
2417,1001,427,achat,2023-07-27
2418,1016,1788,retrait,2023-05-31
2419,1011,1049,paiement,2023-05-25
2420,1017,1751,achat,2023-07-20
2421,1013,1876,achat,2023-10-03
2422,1002,1600,achat,2023-12-09
2423,1015,1269,paiement,2023-01-19
2424,1004,856,remboursement,2023-08-17
2425,1018,660,retrait,2023-07-18
2426,1006,656,achat,2023-04-11
2427,1016,1651,paiement,2023-10-08
2428,1009,496,virement,2023-12-15
2429,1001,1748,remboursement,2023-02-12
2430,1017,1457,achat,2023-03-22
2431,1017,722,virement,2023-03-29
2432,1014,1797,achat,2023-11-24
2433,1018,1086,paiement,2023-09-26
2434,1002,1602,achat,2023-04-21
2435,1005,386,virement,2023-02-12
2436,1004,245,retrait,2023-07-10
2437,1003,1426,retrait,2023-07-15
2438,1007,1887,virement,2023-05-14
2439,1013,1479,remboursement,2023-01-17
2440,1006,179,remboursement,2023-10-24
2441,1018,817,virement,2023-01-30
2442,1002,700,retrait,2023-08-30
2443,1015,1666,virement,2023-11-30
2444,1002,1437,achat,2023-06-10
2445,1018,148,virement,2023-02-26
2446,1017,782,paiement,2023-12-15
2447,1020,1383,achat,2023-12-27
2448,1007,1751,remboursement,2023-07-29
2449,1016,957,remboursement,2023-03-17
2450,1007,459,retrait,2023-10-25
2451,1004,522,retrait,2023-07-18
2452,1017,1275,virement,2023-06-03
2453,1016,990,retrait,2023-04-27
2454,1008,330,paiement,2023-04-24
2455,1009,1281,retrait,2023-08-27
2456,1004,473,achat,2023-08-31
2457,1009,243,achat,2023-02-25
2458,1019,307,paiement,2023-08-16
2459,1017,452,retrait,2023-03-02
2460,1011,864,paiement,2023-10-16
2461,1018,1577,remboursement,2023-03-05
2462,1013,1626,remboursement,2023-11-07
2463,1010,184,virement,2023-06-12
2464,1008,964,paiement,2023-08-15
2465,1006,788,remboursement,2023-04-17
2466,1009,620,remboursement,2023-11-18
2467,1008,496,paiement,2023-10-15
2468,1002,160,remboursement,2023-05-24
2469,1010,153,remboursement,2023-11-07
2470,1015,1341,remboursement,2023-08-19
2471,1007,1727,virement,2023-07-21
2472,1003,1444,retrait,2023-06-11
2473,1017,1160,virement,2023-08-25
2474,1003,1768,retrait,2023-12-07
2475,1017,1114,virement,2023-04-16
2476,1018,147,retrait,2023-09-14
2477,1014,1138,remboursement,2023-04-02
2478,1009,399,retrait,2023-01-12
2479,1003,1569,retrait,2023-12-01
2480,1012,1731,remboursement,2023-01-13
2481,1012,199,retrait,2023-12-23
2482,1008,508,remboursement,2023-10-07
2483,1015,1177,remboursement,2023-09-03
2484,1020,684,remboursement,2023-10-25
2485,1007,206,virement,2023-06-11
2486,1012,206,paiement,2023-01-07
2487,1019,1763,paiement,2023-11-30
2488,1014,903,paiement,2023-04-16
2489,1002,1353,achat,2023-02-15
2490,1013,1500,retrait,2023-05-13
2491,1007,653,achat,2023-09-21
2492,1007,1487,paiement,2023-03-23
2493,1005,1326,virement,2023-10-23
2494,1002,1287,paiement,2023-03-05
2495,1007,1892,remboursement,2023-03-06
2496,1011,1433,retrait,2023-10-19
2497,1006,1050,paiement,2023-07-16
2498,1011,1401,paiement,2023-10-17
2499,1012,1799,paiement,2023-11-03
2500,1019,553,achat,2023-08-26
2501,1020,1717,achat,2023-10-12
2502,1019,966,retrait,2023-10-17
2503,1001,1939,remboursement,2023-09-09
2504,1020,1256,paiement,2023-04-14
2505,1020,549,retrait,2023-05-12
2506,1003,324,virement,2023-06-06
2507,1011,1155,retrait,2023-04-07
2508,1012,1608,retrait,2023-05-01
2509,1011,571,achat,2023-10-17
2510,1001,1373,achat,2023-04-13
2511,1017,714,remboursement,2023-10-17
2512,1013,901,remboursement,2023-02-19
2513,1011,860,paiement,2023-03-16
2514,1005,1778,virement,2023-07-03
2515,1016,923,retrait,2023-03-29
2516,1005,296,achat,2023-09-02
2517,1007,1268,paiement,2023-12-27
2518,1010,1755,remboursement,2023-07-29
2519,1005,354,achat,2023-10-31
2520,1017,573,achat,2023-02-14
2521,1007,256,remboursement,2023-06-22
2522,1005,1418,virement,2023-03-05
2523,1002,484,virement,2023-03-30
2524,1020,1462,retrait,2023-01-13
2525,1004,512,remboursement,2023-09-16
2526,1012,175,remboursement,2023-01-04
2527,1005,370,retrait,2023-09-16
2528,1016,1774,retrait,2023-05-31
2529,1006,298,achat,2023-01-30
2530,1014,474,remboursement,2023-01-13
2531,1019,1984,achat,2023-09-30
2532,1016,1539,paiement,2023-04-04
2533,1003,1334,virement,2023-11-03
2534,1003,1821,achat,2023-08-09
2535,1017,1404,paiement,2023-06-26
2536,1018,1030,achat,2023-03-06
2537,1007,769,virement,2023-05-07
2538,1001,433,achat,2023-03-22
2539,1003,763,virement,2023-02-28
2540,1005,1924,virement,2023-06-26
2541,1013,1564,remboursement,2023-10-07
2542,1011,578,achat,2023-12-11
2543,1014,1949,retrait,2023-01-06
2544,1013,373,remboursement,2023-12-02
2545,1019,1850,achat,2023-04-14
2546,1016,1713,virement,2023-03-29
2547,1011,1401,paiement,2023-04-15
2548,1002,914,paiement,2023-06-28
2549,1011,1151,remboursement,2023-02-15
2550,1004,850,achat,2023-07-26
2551,1015,763,retrait,2023-10-24
2552,1007,230,retrait,2023-10-09
2553,1014,1987,achat,2023-04-10
2554,1004,966,remboursement,2023-11-30
2555,1007,736,remboursement,2023-03-11
2556,1003,1576,paiement,2023-08-15
2557,1008,1440,achat,2023-09-19
2558,1013,1810,virement,2023-01-07
2559,1009,181,remboursement,2023-12-24
2560,1004,543,achat,2023-12-17
2561,1015,730,achat,2023-05-31
2562,1018,689,paiement,2023-09-06
2563,1020,594,virement,2023-07-27
2564,1012,892,remboursement,2023-08-14
2565,1019,1920,remboursement,2023-01-15
2566,1005,675,achat,2023-03-06
2567,1006,819,retrait,2023-08-25
2568,1018,1894,remboursement,2023-04-02
2569,1011,986,paiement,2023-04-03
2570,1003,900,virement,2023-12-07
2571,1020,933,achat,2023-09-24
2572,1004,346,paiement,2023-10-22
2573,1012,271,achat,2023-07-27
2574,1005,1430,retrait,2023-01-29
2575,1016,1889,achat,2023-02-26
2576,1014,854,remboursement,2023-07-18
2577,1012,277,retrait,2023-11-05
2578,1007,1466,achat,2023-05-26
2579,1010,937,paiement,2023-12-31
2580,1009,1674,remboursement,2023-11-14
2581,1004,392,paiement,2023-02-25
2582,1001,1990,achat,2023-10-29
2583,1018,1594,paiement,2023-03-26
2584,1008,1041,paiement,2023-01-15
2585,1017,1666,achat,2023-03-15
2586,1004,899,achat,2023-08-22
2587,1003,1309,retrait,2023-08-17
2588,1010,953,paiement,2023-09-08
2589,1004,839,virement,2023-11-07
2590,1015,327,remboursement,2023-05-10
2591,1011,726,paiement,2023-11-01
2592,1001,1988,paiement,2023-03-11
2593,1007,1723,remboursement,2023-11-22
2594,1018,1746,retrait,2023-08-12
2595,1008,864,remboursement,2023-11-21
2596,1003,823,virement,2023-08-22
2597,1006,119,remboursement,2023-07-16
2598,1018,595,achat,2023-08-06
2599,1008,1329,remboursement,2023-06-08
2600,1014,248,paiement,2023-05-13
2601,1016,712,paiement,2023-05-04
2602,1013,746,retrait,2023-05-30
2603,1017,890,virement,2023-08-17
2604,1007,152,paiement,2023-04-08
2605,1020,1270,achat,2023-01-06
2606,1007,1790,paiement,2023-01-07
2607,1001,995,remboursement,2023-06-26
2608,1009,469,virement,2023-10-02
2609,1003,676,paiement,2023-11-14
2610,1018,459,remboursement,2023-05-07
2611,1015,1094,remboursement,2023-11-11
2612,1003,1325,virement,2023-06-05
2613,1011,1279,achat,2023-01-20
2614,1002,1486,paiement,2023-02-03
2615,1007,182,virement,2023-07-29
2616,1004,1172,retrait,2023-07-18
2617,1012,1123,achat,2023-01-30
2618,1007,925,retrait,2023-09-29
2619,1002,1888,remboursement,2023-09-19
2620,1005,1152,paiement,2023-08-10
2621,1008,478,paiement,2023-04-01
2622,1012,1304,remboursement,2023-04-29
2623,1008,145,achat,2023-03-12
2624,1012,961,retrait,2023-06-06
2625,1017,1897,remboursement,2023-10-28
2626,1019,1197,retrait,2023-06-07
2627,1015,1204,remboursement,2023-05-04
2628,1008,946,remboursement,2023-08-30
2629,1003,412,paiement,2023-07-04
2630,1014,951,paiement,2023-09-03
2631,1020,556,retrait,2023-06-10
2632,1014,1557,retrait,2023-10-22
2633,1016,1218,virement,2023-08-18
2634,1020,688,retrait,2023-10-11
2635,1006,574,remboursement,2023-08-09
2636,1013,217,virement,2023-06-15
2637,1014,448,virement,2023-08-02
2638,1020,1156,paiement,2023-02-28
2639,1002,1493,paiement,2023-07-18
2640,1020,1229,retrait,2023-10-06
2641,1017,232,retrait,2023-04-06
2642,1006,1137,retrait,2023-08-06
2643,1003,1239,paiement,2023-05-01
2644,1003,1227,virement,2023-06-28
2645,1013,490,achat,2023-04-17
2646,1006,1281,retrait,2023-09-14
2647,1008,1846,retrait,2023-01-08
2648,1013,500,virement,2023-08-19
2649,1012,1702,paiement,2023-02-11
2650,1002,1558,virement,2023-12-06
2651,1013,1051,achat,2023-05-04
2652,1013,1745,retrait,2023-03-29
2653,1003,1302,remboursement,2023-12-24
2654,1007,1582,paiement,2023-11-12
2655,1003,660,achat,2023-10-05
2656,1004,309,remboursement,2023-08-14
2657,1003,1817,retrait,2023-01-04
2658,1013,1286,retrait,2023-03-24
2659,1018,1976,retrait,2023-10-20
2660,1009,411,paiement,2023-05-10
2661,1016,1390,virement,2023-12-30
2662,1014,1258,remboursement,2023-03-17
2663,1003,1064,achat,2023-12-21
2664,1019,778,paiement,2023-10-25
2665,1014,596,remboursement,2023-11-08
2666,1018,1225,remboursement,2023-11-10
2667,1018,1206,remboursement,2023-10-03
2668,1016,363,retrait,2023-03-02
2669,1001,1746,retrait,2023-10-19
2670,1008,1239,achat,2023-08-19
2671,1013,1025,paiement,2023-03-15
2672,1015,1553,achat,2023-09-21
2673,1002,716,virement,2023-08-25
2674,1015,1921,virement,2023-09-03
2675,1017,1832,achat,2023-11-17
2676,1011,1568,remboursement,2023-10-21
2677,1007,1705,paiement,2023-03-23
2678,1011,171,retrait,2023-09-04
2679,1019,745,virement,2023-11-27
2680,1008,1317,virement,2023-09-11
2681,1003,1199,achat,2023-10-11
2682,1013,463,achat,2023-07-06
2683,1010,1156,virement,2023-05-29
2684,1017,1624,paiement,2023-07-30
2685,1015,1406,retrait,2023-06-16
2686,1019,487,virement,2023-04-05
2687,1019,1710,remboursement,2023-10-27
2688,1019,1695,achat,2023-03-19
2689,1014,429,retrait,2023-07-23
2690,1004,1181,retrait,2023-01-26
2691,1013,508,retrait,2023-06-26
2692,1019,346,paiement,2023-03-04
2693,1014,936,paiement,2023-03-25
2694,1008,1354,retrait,2023-08-31
2695,1019,127,virement,2023-10-05
2696,1003,510,retrait,2023-05-10
2697,1018,610,remboursement,2023-11-29
2698,1008,1632,paiement,2023-11-18
2699,1009,912,retrait,2023-07-10
2700,1017,1155,achat,2023-09-01
2701,1018,1132,virement,2023-10-27
2702,1008,664,achat,2023-09-04
2703,1011,1821,achat,2023-07-05
2704,1005,1486,retrait,2023-11-17
2705,1001,1126,virement,2023-03-26
2706,1007,1088,remboursement,2023-07-06
2707,1008,890,virement,2023-10-11
2708,1013,1563,remboursement,2023-09-27
2709,1002,711,virement,2023-05-09
2710,1010,592,paiement,2023-04-03
2711,1007,311,remboursement,2023-12-08
2712,1008,1173,remboursement,2023-07-01
2713,1003,1793,remboursement,2023-04-29
2714,1019,1398,remboursement,2023-07-10
2715,1011,1574,paiement,2023-06-13
2716,1003,544,remboursement,2023-05-24
2717,1016,1938,achat,2023-01-09
2718,1017,722,virement,2023-02-27
2719,1014,1174,retrait,2023-08-08
2720,1013,166,remboursement,2023-09-04
2721,1005,1826,virement,2023-04-28
2722,1004,840,virement,2023-04-28
2723,1017,854,remboursement,2023-09-23
2724,1011,355,retrait,2023-05-30
2725,1005,1334,paiement,2023-05-01
2726,1012,829,virement,2023-06-06
2727,1013,1596,virement,2023-11-20
2728,1010,796,retrait,2023-05-23
2729,1006,388,virement,2023-02-01
2730,1003,1880,virement,2023-06-25
2731,1011,276,paiement,2023-03-04
2732,1005,1024,remboursement,2023-10-01
2733,1020,311,remboursement,2023-04-15
2734,1017,1193,remboursement,2023-10-23
2735,1012,757,paiement,2023-02-23
2736,1019,307,achat,2023-07-02
2737,1003,117,retrait,2023-11-27
2738,1018,681,virement,2023-04-27
2739,1004,231,retrait,2023-06-19
2740,1017,1907,paiement,2023-05-26
2741,1004,1944,achat,2023-01-24
2742,1018,104,achat,2023-10-03
2743,1016,1702,achat,2023-06-14
2744,1013,547,remboursement,2023-03-02
2745,1004,223,virement,2023-11-06
2746,1006,135,achat,2023-03-06
2747,1003,935,virement,2023-04-07
2748,1004,776,paiement,2023-10-27
2749,1010,1687,virement,2023-06-21
2750,1013,722,paiement,2023-07-13
2751,1012,994,achat,2023-02-07
2752,1002,1089,retrait,2023-01-20
2753,1008,160,remboursement,2023-12-15
2754,1009,131,virement,2023-06-04
2755,1001,1230,virement,2023-02-18
2756,1018,1255,retrait,2023-09-04
2757,1007,611,retrait,2023-06-04
2758,1004,886,paiement,2023-02-26
2759,1012,313,remboursement,2023-09-28
2760,1017,597,achat,2023-11-21
2761,1017,1691,retrait,2023-10-22
2762,1002,1166,remboursement,2023-05-26
2763,1011,206,paiement,2023-05-05
2764,1006,496,remboursement,2023-12-13
2765,1002,274,retrait,2023-11-30
2766,1011,629,paiement,2023-03-12
2767,1011,1375,achat,2023-09-10
2768,1011,308,achat,2023-04-16
2769,1004,1358,virement,2023-11-23
2770,1002,371,virement,2023-04-29
2771,1001,1145,achat,2023-12-22
2772,1018,1391,retrait,2023-02-11
2773,1018,1251,virement,2023-06-23
2774,1011,1474,retrait,2023-06-01
2775,1016,1065,retrait,2023-11-23
2776,1007,1083,achat,2023-09-06
2777,1014,420,achat,2023-06-05
2778,1009,1432,retrait,2023-05-19
2779,1009,752,paiement,2023-06-16
2780,1001,309,remboursement,2023-03-23
2781,1008,1347,retrait,2023-09-14
2782,1012,142,paiement,2023-03-23
2783,1004,776,retrait,2023-03-31
2784,1012,1809,virement,2023-07-11
2785,1017,520,achat,2023-02-27
2786,1014,567,paiement,2023-05-26
2787,1014,807,retrait,2023-02-28
2788,1002,127,paiement,2023-10-27
2789,1020,417,virement,2023-12-16
2790,1007,903,paiement,2023-12-14
2791,1016,1925,retrait,2023-10-04
2792,1013,966,virement,2023-07-30
2793,1016,1981,remboursement,2023-04-12
2794,1005,228,remboursement,2023-06-23
2795,1003,1116,achat,2023-09-26
2796,1008,1071,remboursement,2023-06-24
2797,1009,1998,achat,2023-07-13
2798,1006,1042,virement,2023-02-09
2799,1008,1553,retrait,2023-05-16
2800,1006,522,remboursement,2023-07-10
2801,1014,1926,retrait,2023-07-03
2802,1010,1567,retrait,2023-07-03
2803,1001,1366,paiement,2023-10-16
2804,1019,1025,achat,2023-04-06
2805,1001,1843,virement,2023-02-25
2806,1011,1096,achat,2023-01-30
2807,1010,1854,remboursement,2023-01-16
2808,1006,427,retrait,2023-11-21
2809,1012,269,achat,2023-06-17
2810,1009,313,remboursement,2023-02-25
2811,1018,283,remboursement,2023-05-14
2812,1020,645,achat,2023-05-04
2813,1014,1224,paiement,2023-09-13
2814,1006,1828,achat,2023-12-25
2815,1017,1317,retrait,2023-02-17
2816,1002,166,paiement,2023-08-08
2817,1015,544,virement,2023-07-21
2818,1002,1436,achat,2023-11-29
2819,1010,1679,achat,2023-09-14
2820,1015,957,retrait,2023-08-25
2821,1016,1810,retrait,2023-10-29
2822,1002,1552,virement,2023-04-07
2823,1001,1746,paiement,2023-05-24
2824,1013,1656,virement,2023-01-04
2825,1019,1174,paiement,2023-07-27
2826,1020,1576,virement,2023-12-09
