orderId,clientId,amount,date
1030,529,270.04,2023-06-22
1031,665,571.21,2023-04-18
1032,503,830.04,2023-04-08
1033,572,913.18,2023-09-11
1034,422,737.2,2023-12-21
1035,688,882.8,2023-04-02
1036,210,420.66,2023-10-02
1037,89,641.46,2023-01-07
1038,399,656.38,2023-12-23
1039,41,320.95,2023-12-06
1040,364,406.33,2023-08-12
1041,710,161.27,2023-07-08
1042,323,730.76,2023-06-20
1043,635,63.06,2023-03-16
1044,830,217.54,2023-01-04
1045,619,991.96,2023-09-11
1046,409,896.58,2023-07-03
1047,440,195.26,2023-02-18
1048,760,147.46,2023-12-24
1049,315,975.12,2023-01-23
1050,113,481.83,2023-12-26
1051,360,413.09,2023-01-24
1052,207,952.83,2023-06-03
1053,595,133.1,2023-10-13
1054,31,265.88,2023-04-28
1055,167,430.11,2023-11-08
1056,494,427.39,2023-02-11
1057,991,622.76,2023-09-28
1058,513,334.91,2023-10-15
1059,146,806.24,2023-08-17
1060,799,284.16,2023-05-25
1061,928,538.57,2023-03-22
1062,474,130.99,2023-07-11
1063,568,458.08,2023-03-18
1064,507,279.68,2023-05-01
1065,218,526.61,2023-12-09
1066,965,915.7,2023-02-05
1067,868,584.48,2023-04-14
1068,252,402.42,2023-06-12
1069,675,166.79,2023-04-06
1070,947,134.41,2023-06-14
1071,199,318.51,2023-05-04
1072,501,999.95,2023-09-08
1073,839,64.57,2023-04-18
1074,151,670.04,2023-10-01
1075,17,239.8,2023-08-05
1076,688,984.16,2023-12-26
1077,274,201.71,2023-04-24
1078,140,240.77,2023-02-10
1079,557,892.57,2023-03-12
1080,348,190.35,2023-06-05
1081,612,397.02,2023-02-16
1082,183,227.56,2023-10-30
1083,877,688.05,2023-09-10
1084,290,289.6,2023-11-18
1085,986,293.61,2023-03-18
1086,519,865.18,2023-04-22
1087,46,919.08,2023-08-17
1088,608,277.44,2023-03-20
1089,508,682.87,2023-11-14
1090,175,447.84,2023-01-08
1091,785,440.86,2023-07-05
1092,251,721.91,2023-09-17
1093,765,901.08,2023-10-15
1094,160,942.48,2023-12-14
1095,535,252.2,2023-08-09
1096,38,843.35,2023-05-21
1097,359,481.49,2023-11-15
1098,910,67.29,2023-04-27
1099,979,83.99,2023-11-19
1100,315,639.1,2023-11-05
